15670 0
15685 2
33553 1
15686 0
15700 2
33562 2
33549 2
15730 0
15759 0
33568 0
15731 1
15802 0
15806 2
15801 1
15786 0
41995 0
15787 1
15785 0
15784 0
15791 1
15803 0
33551 0
41994 0
15835 1
15818 2
15832 1
15833 0
33572 0
33584 1
15855 0
33565 1
15867 0
15853 0
15856 0
15854 0
15851 1
15852 0
15868 2
15870 0
33580 0
15907 2
15895 2
15893 0
15913 1
15906 0
15892 0
15908 0
15891 1
41320 0
15912 2
15911 1
15934 0
41317 0
15929 1
15948 2
15931 2
41321 2
15932 2
15930 0
15972 2
15975 2
15976 0
15996 0
15969 1
33558 2
15995 1
15973 0
15974 1
33577 0
15971 2
15970 0
16021 0
16018 0
16017 2
16015 0
16040 2
16043 1
33578 1
16016 1
16041 1
16037 1
16042 0
16036 2
16080 2
16061 0
16067 2
16065 2
33579 1
16066 1
33564 2
40796 2
16063 2
16083 2
16081 2
33570 1
16103 2
33547 1
16104 1
16100 2
33582 2
16102 2
33552 2
37388 1
16101 1
33571 1
16117 1
37386 0
41272 0
16105 2
16140 2
40797 0
33548 2
16142 0
41319 2
16143 2
16134 1
16132 1
16137 1
43136 0
43306 1
16165 1
43304 1
16149 0
33736 1
33741 0
16159 0
16161 1
16160 0
16148 2
16167 2
16192 1
33754 0
16190 0
16204 1
16195 1
16191 1
16202 2
37385 1
16218 2
16217 2
16226 2
33743 0
16219 1
16216 2
16229 0
39789 2
16248 0
43125 0
16267 1
16249 0
16251 1
43301 1
33735 0
16261 1
39968 0
16246 0
41270 2
16250 1
41271 2
16247 2
16263 0
16280 2
33738 2
39967 2
16289 1
16291 2
38403 2
16278 1
39969 1
43424 0
16300 1
33731 0
16310 1
33715 2
33729 1
33718 0
16302 1
16299 1
16324 2
16323 1
16330 0
16322 2
16332 1
41012 0
33734 0
16320 0
16334 0
993422 2
33732 0
16321 2
33727 0
993423 0
33749 0
33733 1
16353 2
993424 2
16356 0
16350 1
993095 2
16349 0
33713 0
16354 0
33737 0
16366 0
16355 0
16351 1
16352 0
16385 2
16384 1
16379 0
16387 1
16398 0
16386 1
16383 1
16382 0
16395 0
993094 2
33728 2
43018 1
16397 2
33751 0
33702 2
16424 1
16422 1
16417 2
33739 1
41899 2
16416 2
16415 1
33730 0
16426 0
41898 0
16425 2
16433 0
43017 2
33717 0
16446 1
16430 1
16444 1
33740 1
16431 1
16432 0
16445 2
16460 2
33712 0
16464 2
16458 0
16475 0
16461 0
16459 2
16462 1
33748 1
16474 2
16473 0
16480 1
16482 1
16479 2
16498 1
16478 2
16497 0
16481 0
16499 1
16484 2
16483 1
38402 2
41866 1
16523 1
16512 0
16515 1
16514 2
33720 1
16513 2
16535 2
33725 1
16525 0
33747 1
33752 1
16550 0
42776 2
16534 2
43581 1
16540 2
16554 2
16533 0
43580 0
16541 2
33750 2
16538 0
16561 1
16574 2
16563 2
16564 2
42560 0
16567 1
16562 1
16579 1
16590 0
43583 0
16603 2
16589 0
16592 2
43584 2
42559 1
33719 2
42431 1
41268 1
16640 1
16642 1
33724 0
41269 2
16624 2
16622 0
16620 0
16629 2
16636 2
16626 1
16621 1
33723 0
16630 1
42430 2
16625 1
16627 2
43588 0
16650 1
16651 1
43589 2
16654 2
16653 2
16648 0
42883 2
16664 2
43587 2
16655 2
16649 1
16647 0
16680 1
16677 2
16692 2
16678 1
16674 1
16675 0
33722 1
16681 1
16676 2
16679 0
16712 1
16706 0
16704 0
16723 2
16713 2
16708 0
16705 0
16707 1
16710 2
33745 2
16722 2
16733 1
43585 0
33760 2
16736 2
16735 2
16734 1
43586 1
16737 1
33726 1
16743 0
16766 2
37230 2
16764 0
41353 1
41354 2
16790 2
42570 2
16777 0
16810 2
33755 2
16796 0
16797 0
16799 1
16809 1
16805 1
16798 0
16821 2
33744 0
33746 0
16826 0
16824 0
16842 1
16871 2
16857 1
33756 1
16875 2
16855 0
38369 2
16876 2
16933 0
16889 0
16890 1
16917 2
16927 0
16929 2
16928 0
16931 1
16956 2
33753 0
33711 0
16955 1
33884 1
16936 2
39055 0
16980 2
16986 1
16988 2
17004 1
17016 2
33887 2
37873 1
17050 2
17060 2
17048 2
17058 0
33876 2
17083 0
17096 2
17091 2
17084 0
17128 2
17129 2
17143 0
17165 2
40252 1
17166 0
17196 1
17198 0
17215 2
41805 0
17229 0
17253 2
17328 1
17393 1
43423 0
17454 1
43422 2
33870 0
33871 0
17613 1
